
                  X                  c1                 c3                 c5                 c7                 c9                 d1                 d3                 d5                 d7                 d9       
               54.7543E-06         0.                 0.                 0.                 0.               695.607             -1.4094E-06         6.5687E-06         5.24847E-06        4.95029E-06       24.5844E-06 
               55.5027E-06         0.                 0.                 0.                 0.               720.669             -1.54364E-06        6.57264E-06        5.25662E-06        4.80969E-06       25.3215E-06 
               56.251E-06          0.                 0.                 0.                 0.               712.535             -1.65338E-06        6.61325E-06        5.28942E-06        4.77792E-06       25.3531E-06 
               57.0038E-06         0.                 0.                 0.                 0.               680.13              -1.76822E-06        6.64048E-06        5.30618E-06        4.77147E-06       24.6432E-06 
               57.7521E-06         0.                 0.                 0.                 0.               617.647             -1.89863E-06        6.66254E-06        5.33132E-06        4.79344E-06       23.2047E-06 
               58.5005E-06         0.                 0.                 0.                 0.               515.015             -2.01535E-06        6.70091E-06        5.35138E-06        4.8297E-06        21.1007E-06 
               59.2532E-06         0.                 0.                 0.                 0.               389.704             -2.13639E-06        6.70705E-06        5.36409E-06        4.84326E-06       18.41E-06   
               60.0016E-06         0.                 0.                 0.                 0.               270.844             -2.24847E-06        6.75485E-06        5.39995E-06        4.88735E-06       15.3071E-06 
               60.7543E-06         0.                 0.                 0.                 0.               147.292             -2.38392E-06        6.76563E-06        5.40889E-06        4.90203E-06       11.894E-06  
               61.5027E-06         0.                 0.                 0.                 0.                46.5781            -2.50166E-06        6.80263E-06        5.43938E-06        4.93747E-06        8.33391E-06
               62.2511E-06         0.                 0.                 0.                 0.                 0.                -2.6101E-06         6.82991E-06        5.45679E-06        4.96405E-06        4.73594E-06
               63.0038E-06         0.                 0.                 0.                 0.                 0.                -2.74996E-06        6.85152E-06        5.47778E-06        4.98885E-06        1.11825E-06
               63.7522E-06         0.                 0.                 0.                 0.                 0.                -2.85742E-06        6.89177E-06        5.50132E-06        5.02589E-06       -2.48061E-06
               64.5006E-06         0.                 0.                 0.                 0.                 0.                -2.98325E-06        6.90553E-06        5.51178E-06        5.04236E-06       -6.07743E-06
               65.2533E-06         0.                 0.                 0.                 0.                 0.                -3.08779E-06        6.93826E-06        5.54862E-06        5.08175E-06       -9.69919E-06
               66.0017E-06         0.                 0.                 0.                 0.                 0.                -3.22807E-06        6.96059E-06        5.55733E-06        5.1021E-06       -13.2941E-06 
               66.75E-06           0.                 0.                 0.                 0.                 0.                -3.34216E-06        6.9852E-06         5.58421E-06        5.13346E-06      -16.8931E-06 
               67.5028E-06         0.                 0.                 0.                 0.                 0.                -3.45311E-06        7.02884E-06        5.60717E-06        5.16526E-06      -20.5125E-06 
               68.2512E-06         0.                 0.                 0.                 0.                 0.                -3.58394E-06        7.03822E-06        5.62495E-06        5.18371E-06      -24.1141E-06 
               69.0039E-06         0.                 0.                 0.                 0.                 0.                -3.69786E-06        7.07981E-06        5.6513E-06         5.22658E-06      -27.7323E-06 
               69.7523E-06         0.                 0.                 0.                 0.                 0.                -3.81874E-06        7.0898E-06         5.66124E-06        5.24195E-06      -31.3318E-06 
               70.5006E-06         0.                 0.                 0.                 0.                 0.                -3.9313E-06         7.12342E-06        5.69721E-06        5.27552E-06      -34.9341E-06 
               71.2534E-06         0.                 0.                 0.                 0.                 0.                -4.06665E-06        7.15453E-06        5.71145E-06        5.30173E-06      -38.5492E-06 
               72.0017E-06         0.                 0.                 0.                 0.                 0.                -4.18803E-06        7.17209E-06        5.73313E-06        5.3267E-06       -42.1451E-06 
               72.7501E-06         0.                 0.                 0.                 0.                 0.                -4.29669E-06        7.2195E-06         5.75948E-06        5.36377E-06      -45.7421E-06 
               73.5028E-06         0.                 0.                 0.                 0.                 0.                -4.4265E-06         7.22455E-06        5.772E-06          5.3788E-06       -49.3612E-06 
               74.2512E-06         0.                 0.                 0.                 0.                 0.                -4.54572E-06        7.27009E-06        5.80266E-06        5.42152E-06      -52.9581E-06 
               75.E-06             0.                 0.                 0.                 0.                 0.                -4.65917E-06        7.28182E-06        5.81185E-06        5.43738E-06      -56.5589E-06 




