
                  X                  c1                 c3                 c5                 c7                 c9                 d1                 d3                 d5                 d7                 d9       
               52.5005E-06         0.                 0.                 0.                 0.                 0.               -37.5825E-06        -5.4171E-06        -1.13478E-06     -292.901E-09        -20.7043E-06 
               53.2532E-06         0.                 0.                 0.                 0.                 0.               -38.1071E-06        -5.49838E-06       -1.15563E-06     -328.415E-09        -33.8395E-06 
               54.0016E-06         0.                 0.                 0.                 0.                 0.               -38.6235E-06        -5.57003E-06       -1.18975E-06     -349.413E-09        -46.8882E-06 
               54.7543E-06         0.                 0.                 0.                 0.                 0.               -39.141E-06         -5.66732E-06       -1.20577E-06     -386.251E-09        -60.0199E-06 
               55.5027E-06         0.                 0.                 0.                 0.                 0.               -39.6439E-06        -5.74647E-06       -1.23796E-06     -410.932E-09        -73.0559E-06 
               56.251E-06          0.                 0.                 0.                 0.                 0.               -40.183E-06         -5.83344E-06       -1.25452E-06     -436.878E-09        -86.103E-06  
               57.0038E-06         0.                 0.                 0.                 0.                 0.               -40.6753E-06        -5.9136E-06        -1.27374E-06     -471.591E-09        -99.2257E-06 
               57.7521E-06         0.                 0.                 0.                 0.                 0.               -41.1916E-06        -6.00163E-06       -1.30387E-06     -494.03E-09        -112.286E-06  
               58.5005E-06         0.                 0.                 0.                 0.                 0.               -41.7117E-06        -6.08448E-06       -1.32524E-06     -528.38E-09        -125.325E-06  
               59.2532E-06         0.                 0.                 0.                 0.                 0.               -42.2405E-06        -6.16247E-06       -1.35798E-06     -555.214E-09       -138.449E-06  
               60.0016E-06         0.                 0.                 0.                 0.                 0.               -42.7655E-06        -6.26427E-06       -1.36993E-06     -584.383E-09       -151.504E-06  
               60.7543E-06         0.                 0.                 0.                 0.                 0.               -43.2603E-06        -6.34105E-06       -1.40011E-06     -619.162E-09       -164.623E-06  
               61.5027E-06         0.                 0.                 0.                 0.                 0.               -43.7993E-06        -6.42394E-06       -1.42046E-06     -640.452E-09       -177.671E-06  
               62.2511E-06         0.                 0.                 0.                 0.                 0.               -44.2863E-06        -6.51296E-06       -1.43536E-06     -678.65E-09        -190.728E-06  
               63.0038E-06         0.                 0.                 0.                 0.                 0.               -44.8219E-06        -6.60471E-06       -1.46608E-06     -697.59E-09        -203.872E-06  
               63.7522E-06         0.                 0.                 0.                 0.                 0.               -45.3327E-06        -6.69456E-06       -1.48887E-06     -732.027E-09       -216.906E-06  
               64.5006E-06         0.                 0.                 0.                 0.                 0.               -45.8579E-06        -6.76395E-06       -1.52183E-06     -757.413E-09       -229.962E-06  
               65.2533E-06         0.                 0.                 0.                 0.                 0.               -46.3644E-06        -6.86375E-06       -1.5366E-06      -778.673E-09       -243.079E-06  
               66.0017E-06         0.                 0.                 0.                 0.                 0.               -46.8685E-06        -6.94637E-06       -1.56096E-06     -817.337E-09       -256.142E-06  
               66.75E-06           0.                 0.                 0.                 0.                 0.               -47.3974E-06        -7.02833E-06       -1.58823E-06     -841.13E-09        -269.186E-06  
               67.5028E-06         0.                 0.                 0.                 0.                 0.               -47.9025E-06        -7.11322E-06       -1.60313E-06     -880.9E-09         -282.322E-06  
               68.2512E-06         0.                 0.                 0.                 0.                 0.               -48.4117E-06        -7.19725E-06       -1.63757E-06     -893.589E-09       -295.356E-06  
               69.0039E-06         0.                 0.                 0.                 0.                 0.               -48.9426E-06        -7.28763E-06       -1.65845E-06     -926.433E-09       -308.482E-06  
               69.7523E-06         0.                 0.                 0.                 0.                 0.               -49.4622E-06        -7.36047E-06       -1.68858E-06     -957.989E-09       -321.528E-06  
               70.5006E-06         0.                 0.                 0.                 0.                 0.               -49.9787E-06        -7.45738E-06       -1.70612E-06     -982.946E-09       -334.575E-06  
               71.2534E-06         0.                 0.                 0.                 0.                 0.               -50.4816E-06        -7.53884E-06       -1.72573E-06       -1.01907E-06     -347.705E-06  
               72.0017E-06         0.                 0.                 0.                 0.                 0.               -51.0068E-06        -7.61589E-06       -1.75656E-06       -1.04496E-06     -360.752E-06  
               72.7501E-06         0.                 0.                 0.                 0.                 0.               -51.5254E-06        -7.70798E-06       -1.76865E-06       -1.08509E-06     -373.813E-06  
               73.5028E-06         0.                 0.                 0.                 0.                 0.               -52.0317E-06        -7.79838E-06       -1.80324E-06       -1.10509E-06     -386.931E-06  
               74.2512E-06         0.                 0.                 0.                 0.                 0.               -52.573E-06         -7.88666E-06       -1.82257E-06       -1.12716E-06     -399.982E-06  
               75.E-06             0.                 0.                 0.                 0.                 0.               -53.0671E-06        -7.95972E-06       -1.85058E-06       -1.16143E-06     -413.034E-06  




